|bowler|venue|final_score_ball|matches
2206|P Negi|Holkar Cricket Stadium|4.59675|1
2207|P Negi|JSCA International Stadium Complex|5.534249999999999|1
2208|P Negi|M Chinnaswamy Stadium|6.153|1
2209|P Negi|M.Chinnaswamy Stadium|22.572499999999998|2
2210|P Negi|MA Chidambaram Stadium, Chepauk|5.534249999999999|1
2211|P Negi|Maharashtra Cricket Association Stadium|6.471749999999999|1
2212|P Negi|Punjab Cricket Association Stadium, Mohali|8.346749999999998|1
2213|P Negi|Rajiv Gandhi International Stadium, Uppal|6.471749999999999|1
2214|P Negi|Saurashtra Cricket Association Stadium|6.471749999999999|1
2215|P Negi|Sawai Mansingh Stadium|8.346749999999998|1
2216|P Negi|Shaheed Veer Narayan Singh International Stadium|7.409249999999999|1
2217|P Negi|Sheikh Zayed Stadium|4.59675|1
2218|P Negi|Subrata Roy Sahara Stadium|5.534249999999999|1
2219|P Negi|Wankhede Stadium|18.134999999999998|2
2220|P Parameswaran|Feroz Shah Kotla|11.0145|1
2221|P Parameswaran|Holkar Cricket Stadium|8.202|1
2222|P Parameswaran|M Chinnaswamy Stadium|7.2645|1
2223|P Parameswaran|Nehru Stadium|6.327|1
2224|P Parameswaran|Rajiv Gandhi International Stadium, Uppal|8.202|1
2225|P Prasanth|Holkar Cricket Stadium|-0.6749999999999999|1
2226|P Ray Barman|Rajiv Gandhi International Stadium, Uppal|-1.575|1
2227|P Sahu|Feroz Shah Kotla|3.375|1
2228|P Sahu|Punjab Cricket Association IS Bindra Stadium, Mohali|4.78125|1
2229|P Suyal|Sardar Patel Stadium, Motera|2.25|1
2230|P Suyal|Wankhede Stadium|3.1875|1
2231|PC Valthaty|Eden Gardens|4.117500000000001|1
2232|PC Valthaty|Feroz Shah Kotla|4.117500000000001|1
2233|PC Valthaty|Himachal Pradesh Cricket Association Stadium|5.992500000000001|1
2234|PC Valthaty|Punjab Cricket Association Stadium, Mohali|4.117500000000001|1
2235|PC Valthaty|Rajiv Gandhi International Stadium, Uppal|11.6175|1
2236|PC Valthaty|Sawai Mansingh Stadium|4.117500000000001|1
2237|PC Valthaty|Wankhede Stadium|4.117500000000001|1
2238|PD Collingwood|Brabourne Stadium|5.136749999999999|1
2239|PD Collingwood|Eden Gardens|5.136749999999999|1
2240|PD Collingwood|Feroz Shah Kotla|7.480499999999999|1
2241|PJ Cummins|Dubai International Cricket Stadium|24.5315|1
2242|PJ Cummins|Eden Gardens|8.019749999999998|1
2243|PJ Cummins|Feroz Shah Kotla|9.276|1
2244|PJ Cummins|Green Park|8.019749999999998|1
2245|PJ Cummins|M Chinnaswamy Stadium|6.144749999999999|1
2246|PJ Cummins|M.Chinnaswamy Stadium|8.019749999999998|1
2247|PJ Cummins|MA Chidambaram Stadium, Chepauk|6.144749999999999|1
2248|PJ Cummins|Maharashtra Cricket Association Stadium|9.89475|1
2249|PJ Cummins|Rajiv Gandhi International Stadium, Uppal|6.144749999999999|1
2250|PJ Cummins|Sharjah Cricket Stadium|14.337749999999998|1
2251|PJ Cummins|Sheikh Zayed Stadium|17.05025|1
2252|PJ Cummins|Wankhede Stadium|9.89475|1
2253|PJ Sangwan|Brabourne Stadium|8.8665|1
2254|PJ Sangwan|Buffalo Park|6.991499999999999|1
2255|PJ Sangwan|Dr DY Patil Sports Academy|6.991499999999999|1
2256|PJ Sangwan|Eden Gardens|6.991499999999999|1
2257|PJ Sangwan|Feroz Shah Kotla|7.53525|1
2258|PJ Sangwan|Green Park|6.991499999999999|1
2259|PJ Sangwan|Kingsmead|10.12275|1
2260|PJ Sangwan|M Chinnaswamy Stadium|5.73525|1
2261|PJ Sangwan|MA Chidambaram Stadium, Chepauk|6.991499999999999|1
2262|PJ Sangwan|Maharashtra Cricket Association Stadium|8.8665|1
2263|PJ Sangwan|New Wanderers Stadium|6.991499999999999|1
2264|PJ Sangwan|Newlands|5.116499999999999|1
2265|PJ Sangwan|OUTsurance Oval|6.991499999999999|1
2266|PJ Sangwan|Punjab Cricket Association IS Bindra Stadium, Mohali|6.053999999999999|1
2267|PJ Sangwan|Punjab Cricket Association Stadium, Mohali|6.991499999999999|1
2268|PJ Sangwan|Rajiv Gandhi International Stadium, Uppal|17.055|2
2269|PJ Sangwan|Sardar Patel Stadium, Motera|6.991499999999999|1
2270|PJ Sangwan|Sawai Mansingh Stadium|5.116499999999999|1
2271|PJ Sangwan|St George's Park|6.991499999999999|1
2272|PJ Sangwan|SuperSport Park|7.460249999999999|1
2273|PM Sarvesh Kumar|Feroz Shah Kotla|2.8125|1
2274|PM Sarvesh Kumar|Rajiv Gandhi International Stadium, Uppal|4.6875|1
2275|PP Chawla|Barabati Stadium|7.959|1
2276|PP Chawla|Brabourne Stadium|6.40275|1
2277|PP Chawla|De Beers Diamond Oval|7.34025|1
2278|PP Chawla|Dr DY Patil Sports Academy|5.46525|1
2279|PP Chawla|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.46525|1
2280|PP Chawla|Dubai International Cricket Stadium|25.56125|2
2281|PP Chawla|Eden Gardens|26.02375|2
2282|PP Chawla|Feroz Shah Kotla|24.205|2
2283|PP Chawla|Himachal Pradesh Cricket Association Stadium|8.16525|1
2284|PP Chawla|Holkar Cricket Stadium|20.0925|2
2285|PP Chawla|JSCA International Stadium Complex|5.46525|1
2286|PP Chawla|Kingsmead|7.0215000000000005|1
2287|PP Chawla|M Chinnaswamy Stadium|8.01525|1
2288|PP Chawla|M.Chinnaswamy Stadium|12.75225|1
2289|PP Chawla|MA Chidambaram Stadium, Chepauk|25.2175|2
2290|PP Chawla|Maharashtra Cricket Association Stadium|6.0840000000000005|1
2291|PP Chawla|New Wanderers Stadium|5.46525|1
2292|PP Chawla|Newlands|7.34025|1
2293|PP Chawla|OUTsurance Oval|5.46525|1
2294|PP Chawla|Punjab Cricket Association IS Bindra Stadium, Mohali|20.0925|2
2295|PP Chawla|Punjab Cricket Association Stadium, Mohali|7.19025|1
2296|PP Chawla|Rajiv Gandhi International Stadium, Uppal|20.71125|2
2297|PP Chawla|Saurashtra Cricket Association Stadium|7.34025|1
2298|PP Chawla|Sawai Mansingh Stadium|21.3425|2
2299|PP Chawla|Sharjah Cricket Stadium|17.12725|1
2300|PP Chawla|Sheikh Zayed Stadium|22.89875|2
2301|PP Chawla|St George's Park|9.21525|1
2302|PP Chawla|Subrata Roy Sahara Stadium|6.40275|1
2303|PP Chawla|SuperSport Park|7.34025|1
2304|PP Chawla|Wankhede Stadium|20.41125|2
2305|PP Ojha|Barabati Stadium|7.4685|1
2306|PP Ojha|Brabourne Stadium|9.343499999999999|1
2307|PP Ojha|Buffalo Park|5.5935|1
2308|PP Ojha|De Beers Diamond Oval|9.343499999999999|1
2309|PP Ojha|Dr DY Patil Sports Academy|7.4685|1
2310|PP Ojha|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.5935|1
2311|PP Ojha|Dubai International Cricket Stadium|6.21225|1
2312|PP Ojha|Eden Gardens|7.4685|1
2313|PP Ojha|Feroz Shah Kotla|7.93725|1
2314|PP Ojha|Himachal Pradesh Cricket Association Stadium|6.531|1
2315|PP Ojha|Kingsmead|9.96225|1
2316|PP Ojha|M Chinnaswamy Stadium|9.343499999999999|1
2317|PP Ojha|MA Chidambaram Stadium, Chepauk|10.093499999999999|1
2318|PP Ojha|New Wanderers Stadium|7.4685|1
2319|PP Ojha|Newlands|8.405999999999999|1
2320|PP Ojha|Punjab Cricket Association Stadium, Mohali|7.4685|1
2321|PP Ojha|Rajiv Gandhi International Stadium, Uppal|6.43725|1
2322|PP Ojha|Sardar Patel Stadium, Motera|8.405999999999999|1
2323|PP Ojha|Sawai Mansingh Stadium|7.4685|1
2324|PP Ojha|Sharjah Cricket Stadium|5.5935|1
2325|PP Ojha|Sheikh Zayed Stadium|5.5935|1
2326|PP Ojha|St George's Park|7.4685|1
2327|PP Ojha|Subrata Roy Sahara Stadium|6.531|1
2328|PP Ojha|SuperSport Park|7.4685|1
2329|PP Ojha|Vidarbha Cricket Association Stadium, Jamtha|8.08725|1
2330|PP Ojha|Wankhede Stadium|7.712249999999999|1
2331|PV Tambe|Brabourne Stadium|6.701249999999999|1
2332|PV Tambe|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.57625|1
2333|PV Tambe|Dubai International Cricket Stadium|6.701249999999999|1
2334|PV Tambe|Eden Gardens|4.826249999999999|1
2335|PV Tambe|Feroz Shah Kotla|6.701249999999999|1
2336|PV Tambe|JSCA International Stadium Complex|4.826249999999999|1
2337|PV Tambe|M Chinnaswamy Stadium|5.444999999999999|1
2338|PV Tambe|MA Chidambaram Stadium, Chepauk|4.826249999999999|1
2339|PV Tambe|Maharashtra Cricket Association Stadium|4.826249999999999|1
2340|PV Tambe|Punjab Cricket Association Stadium, Mohali|4.826249999999999|1
2341|PV Tambe|Rajiv Gandhi International Stadium, Uppal|4.826249999999999|1
2342|PV Tambe|Sardar Patel Stadium, Motera|6.963749999999999|1
2343|PV Tambe|Saurashtra Cricket Association Stadium|6.701249999999999|1
2344|PV Tambe|Sawai Mansingh Stadium|4.826249999999999|1
2345|PV Tambe|Sharjah Cricket Stadium|4.826249999999999|1
2346|PV Tambe|Sheikh Zayed Stadium|8.57625|1
2347|PV Tambe|Wankhede Stadium|6.701249999999999|1
2348|Pankaj Singh|Feroz Shah Kotla|7.548|1
2349|Pankaj Singh|Kingsmead|3.798|1
2350|Pankaj Singh|M Chinnaswamy Stadium|5.673|1
2351|Pankaj Singh|MA Chidambaram Stadium, Chepauk|3.798|1
2352|Pankaj Singh|Punjab Cricket Association Stadium, Mohali|3.798|1
2353|Pankaj Singh|Rajiv Gandhi International Stadium, Uppal|3.798|1
2354|Pankaj Singh|Sawai Mansingh Stadium|4.9605|1
2355|Pankaj Singh|St George's Park|7.548|1
2356|Parvez Rasool|Eden Gardens|2.04525|1
2357|Parvez Rasool|JSCA International Stadium Complex|2.04525|1
2358|Parvez Rasool|M Chinnaswamy Stadium|2.6639999999999997|1
2359|Parvez Rasool|MA Chidambaram Stadium, Chepauk|2.04525|1
2360|Parvez Rasool|Rajiv Gandhi International Stadium, Uppal|2.98275|1
2361|Parvez Rasool|Shaheed Veer Narayan Singh International Stadium|3.9202499999999993|1
2362|Parvez Rasool|Subrata Roy Sahara Stadium|2.98275|1
2363|R Ashwin|Barabati Stadium|5.71275|1
2364|R Ashwin|Brabourne Stadium|7.58775|1
2365|R Ashwin|Dr DY Patil Sports Academy|6.969|1
2366|R Ashwin|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.0565|1
2367|R Ashwin|Dubai International Cricket Stadium|26.955|2
2368|R Ashwin|Eden Gardens|23.104999999999997|2
2369|R Ashwin|Feroz Shah Kotla|23.42375|2
2370|R Ashwin|Himachal Pradesh Cricket Association Stadium|6.65025|1
2371|R Ashwin|Holkar Cricket Stadium|14.423499999999999|1
2372|R Ashwin|JSCA International Stadium Complex|7.58775|1
2373|R Ashwin|Kingsmead|9.46275|1
2374|R Ashwin|M Chinnaswamy Stadium|6.519|1
2375|R Ashwin|M.Chinnaswamy Stadium|19.89225|1
2376|R Ashwin|MA Chidambaram Stadium, Chepauk|34.62375|2
2377|R Ashwin|Maharashtra Cricket Association Stadium|28.26125|2
2378|R Ashwin|Nehru Stadium|9.46275|1
2379|R Ashwin|Punjab Cricket Association IS Bindra Stadium, Mohali|23.4175|2
2380|R Ashwin|Punjab Cricket Association Stadium, Mohali|6.969|1
2381|R Ashwin|Rajiv Gandhi International Stadium, Uppal|25.2925|2
2382|R Ashwin|Sardar Patel Stadium, Motera|5.71275|1
2383|R Ashwin|Saurashtra Cricket Association Stadium|5.71275|1
2384|R Ashwin|Sawai Mansingh Stadium|25.911250000000003|2
2385|R Ashwin|Shaheed Veer Narayan Singh International Stadium|5.71275|1
2386|R Ashwin|Sharjah Cricket Stadium|21.97375|2
2387|R Ashwin|Sheikh Zayed Stadium|24.979999999999997|2
2388|R Ashwin|Subrata Roy Sahara Stadium|7.58775|1
2389|R Ashwin|Vidarbha Cricket Association Stadium, Jamtha|9.46275|1
2390|R Ashwin|Wankhede Stadium|27.27375|2
2391|R Bhatia|Barabati Stadium|8.18925|1
2392|R Bhatia|Brabourne Stadium|4.4392499999999995|1
2393|R Bhatia|Buffalo Park|11.93925|1
2394|R Bhatia|Dr DY Patil Sports Academy|5.3767499999999995|1
2395|R Bhatia|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|4.4392499999999995|1
2396|R Bhatia|Dubai International Cricket Stadium|10.06425|1
2397|R Bhatia|Eden Gardens|6.5954999999999995|1
2398|R Bhatia|Feroz Shah Kotla|5.63925|1
2399|R Bhatia|Holkar Cricket Stadium|4.4392499999999995|1
2400|R Bhatia|JSCA International Stadium Complex|5.058|1
2401|R Bhatia|Kingsmead|8.18925|1
2402|R Bhatia|M Chinnaswamy Stadium|4.4392499999999995|1
2403|R Bhatia|MA Chidambaram Stadium, Chepauk|5.3767499999999995|1
2404|R Bhatia|Maharashtra Cricket Association Stadium|5.9955|1
2405|R Bhatia|Nehru Stadium|6.3142499999999995|1
2406|R Bhatia|New Wanderers Stadium|6.3142499999999995|1
2407|R Bhatia|OUTsurance Oval|4.4392499999999995|1
2408|R Bhatia|Punjab Cricket Association Stadium, Mohali|6.3142499999999995|1
2409|R Bhatia|Rajiv Gandhi International Stadium, Uppal|7.570499999999999|1
2410|R Bhatia|Sardar Patel Stadium, Motera|6.7829999999999995|1
2411|R Bhatia|Saurashtra Cricket Association Stadium|4.4392499999999995|1
2412|R Bhatia|Sawai Mansingh Stadium|6.3142499999999995|1
2413|R Bhatia|Shaheed Veer Narayan Singh International Stadium|4.4392499999999995|1
2414|R Bhatia|Sharjah Cricket Stadium|4.4392499999999995|1
2415|R Bhatia|Sheikh Zayed Stadium|6.933|1
2416|R Bhatia|Subrata Roy Sahara Stadium|6.3142499999999995|1
2417|R Bhatia|SuperSport Park|6.3142499999999995|1
2418|R Bhatia|Wankhede Stadium|5.6955|1
2419|R Dhawan|Barabati Stadium|5.0954999999999995|1
2420|R Dhawan|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.0329999999999995|1
2421|R Dhawan|Dubai International Cricket Stadium|7.9079999999999995|1
2422|R Dhawan|Eden Gardens|4.77675|1
2423|R Dhawan|Feroz Shah Kotla|4.1579999999999995|1
2424|R Dhawan|Himachal Pradesh Cricket Association Stadium|6.0329999999999995|1
2425|R Dhawan|Maharashtra Cricket Association Stadium|4.1579999999999995|1
2426|R Dhawan|Punjab Cricket Association Stadium, Mohali|6.0329999999999995|1
2427|R Dhawan|Rajiv Gandhi International Stadium, Uppal|6.9704999999999995|1
2428|R Dhawan|Sawai Mansingh Stadium|4.1579999999999995|1
2429|R Dhawan|Sharjah Cricket Stadium|6.0329999999999995|1
2430|R Dhawan|Sheikh Zayed Stadium|6.0329999999999995|1
2431|R Dhawan|Wankhede Stadium|5.41425|1
2432|R McLaren|Brabourne Stadium|5.25075|1
2433|R McLaren|Dr DY Patil Sports Academy|4.68825|1
2434|R McLaren|Eden Gardens|3.75075|1
2435|R McLaren|Himachal Pradesh Cricket Association Stadium|3.75075|1
2436|R McLaren|M Chinnaswamy Stadium|5.62575|1
2437|R McLaren|MA Chidambaram Stadium, Chepauk|3.75075|1
2438|R McLaren|Punjab Cricket Association Stadium, Mohali|4.3695|1
2439|R McLaren|Rajiv Gandhi International Stadium, Uppal|7.50075|1
2440|R McLaren|Wankhede Stadium|9.37575|1
2441|R Ninan|MA Chidambaram Stadium, Chepauk|11.5125|1
2442|R Ninan|Rajiv Gandhi International Stadium, Uppal|9.6375|1
2443|R Parag|Dubai International Cricket Stadium|3.7484999999999995|1
2444|R Parag|Eden Gardens|3.7484999999999995|1
2445|R Parag|Feroz Shah Kotla|3.7484999999999995|1
2446|R Parag|M.Chinnaswamy Stadium|8.1235|1
2447|R Parag|Sawai Mansingh Stadium|4.842249999999999|1
2448|R Parag|Sheikh Zayed Stadium|3.7484999999999995|1
2449|R Rampaul|Feroz Shah Kotla|7.91325|1
2450|R Rampaul|JSCA International Stadium Complex|9.78825|1
2451|R Rampaul|M Chinnaswamy Stadium|10.16325|1
2452|R Rampaul|MA Chidambaram Stadium, Chepauk|13.53825|1
2453|R Rampaul|Punjab Cricket Association Stadium, Mohali|9.78825|1
2454|R Rampaul|Sawai Mansingh Stadium|11.66325|1
2455|R Rampaul|Sheikh Zayed Stadium|9.78825|1
2456|R Rampaul|Wankhede Stadium|9.78825|1
2457|R Sathish|Brabourne Stadium|4.281|1
2458|R Sathish|Eden Gardens|2.4059999999999997|1
2459|R Sathish|Feroz Shah Kotla|0.531|1
2460|R Sathish|MA Chidambaram Stadium, Chepauk|1.4685000000000001|1
2461|R Sathish|Maharashtra Cricket Association Stadium|4.281|1
2462|R Sathish|Punjab Cricket Association Stadium, Mohali|0.531|1
2463|R Sathish|Rajiv Gandhi International Stadium, Uppal|0.531|1
2464|R Sathish|Sawai Mansingh Stadium|0.531|1
2465|R Sathish|Wankhede Stadium|0.531|1
2466|R Sharma|Barabati Stadium|8.924999999999999|1
2467|R Sharma|Brabourne Stadium|7.05|1
2468|R Sharma|Dr DY Patil Sports Academy|7.05|1
2469|R Sharma|Feroz Shah Kotla|5.64375|1
2470|R Sharma|Himachal Pradesh Cricket Association Stadium|7.05|1
2471|R Sharma|M Chinnaswamy Stadium|7.05|1
2472|R Sharma|MA Chidambaram Stadium, Chepauk|6.4312499999999995|1
2473|R Sharma|Punjab Cricket Association Stadium, Mohali|7.05|1
2474|R Sharma|Rajiv Gandhi International Stadium, Uppal|7.05|1
2475|R Sharma|Sardar Patel Stadium, Motera|5.175|1
2476|R Sharma|Sawai Mansingh Stadium|7.05|1
2477|R Sharma|Shaheed Veer Narayan Singh International Stadium|7.05|1
2478|R Sharma|Sharjah Cricket Stadium|7.05|1
2479|R Sharma|Subrata Roy Sahara Stadium|7.6125|1
2480|R Sharma|Wankhede Stadium|6.4312499999999995|1
2481|R Shukla|Feroz Shah Kotla|5.2185|1
2482|R Shukla|M Chinnaswamy Stadium|5.2185|1
2483|R Shukla|MA Chidambaram Stadium, Chepauk|3.3434999999999997|1
2484|R Shukla|Sardar Patel Stadium, Motera|5.2185|1
2485|R Shukla|Sawai Mansingh Stadium|7.0935|1
2486|R Tewatia|Dubai International Cricket Stadium|13.837250000000001|1
2487|R Tewatia|Eden Gardens|23.330999999999996|1
2488|R Tewatia|Feroz Shah Kotla|11.299750000000001|1
2489|R Tewatia|M Chinnaswamy Stadium|6.2490000000000006|1
2490|R Tewatia|M.Chinnaswamy Stadium|10.206000000000001|1
2491|R Tewatia|Maharashtra Cricket Association Stadium|14.580000000000002|2
2492|R Tewatia|Punjab Cricket Association IS Bindra Stadium, Mohali|22.705|2
2493|R Tewatia|Punjab Cricket Association Stadium, Mohali|8.124|1
2494|R Tewatia|Sardar Patel Stadium, Motera|6.2490000000000006|1
2495|R Tewatia|Sawai Mansingh Stadium|10.206000000000001|1
2496|R Tewatia|Sharjah Cricket Stadium|17.51225|1
2497|R Tewatia|Sheikh Zayed Stadium|11.081000000000001|1
2498|R Tewatia|Wankhede Stadium|23.0175|2
2499|R Vinay Kumar|Brabourne Stadium|11.346749999999998|1
2500|R Vinay Kumar|Dr DY Patil Sports Academy|6.659249999999999|1
2501|R Vinay Kumar|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|9.471749999999998|1
2502|R Vinay Kumar|Dubai International Cricket Stadium|7.596749999999999|1
2503|R Vinay Kumar|Eden Gardens|30.409999999999997|2
2504|R Vinay Kumar|Feroz Shah Kotla|7.277999999999999|1
2505|R Vinay Kumar|Green Park|9.471749999999998|1
2506|R Vinay Kumar|Holkar Cricket Stadium|5.721749999999999|1
2507|R Vinay Kumar|JSCA International Stadium Complex|7.596749999999999|1
2508|R Vinay Kumar|Kingsmead|7.596749999999999|1
2509|R Vinay Kumar|M Chinnaswamy Stadium|8.215499999999999|1
2510|R Vinay Kumar|MA Chidambaram Stadium, Chepauk|20.628749999999997|2
2511|R Vinay Kumar|Nehru Stadium|9.096749999999998|1
2512|R Vinay Kumar|New Wanderers Stadium|8.215499999999999|1
2513|R Vinay Kumar|Newlands|5.721749999999999|1
2514|R Vinay Kumar|Punjab Cricket Association Stadium, Mohali|7.596749999999999|1
2515|R Vinay Kumar|Rajiv Gandhi International Stadium, Uppal|9.471749999999998|1
2516|R Vinay Kumar|Sardar Patel Stadium, Motera|8.534249999999998|1
2517|R Vinay Kumar|Sawai Mansingh Stadium|7.596749999999999|1
2518|R Vinay Kumar|Sharjah Cricket Stadium|9.471749999999998|1
2519|R Vinay Kumar|Sheikh Zayed Stadium|8.534249999999998|1
2520|R Vinay Kumar|St George's Park|6.3405|1
2521|R Vinay Kumar|Subrata Roy Sahara Stadium|11.346749999999998|1
2522|R Vinay Kumar|SuperSport Park|7.596749999999999|1
2523|R Vinay Kumar|Vidarbha Cricket Association Stadium, Jamtha|7.596749999999999|1
2524|R Vinay Kumar|Wankhede Stadium|7.446749999999999|1
2525|RA Jadeja|Barabati Stadium|4.3605|1
2526|RA Jadeja|Brabourne Stadium|8.1105|1
2527|RA Jadeja|De Beers Diamond Oval|6.2355|1
2528|RA Jadeja|Dr DY Patil Sports Academy|8.1105|1
2529|RA Jadeja|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|32.66|2
2530|RA Jadeja|Dubai International Cricket Stadium|20.166249999999998|2
2531|RA Jadeja|Eden Gardens|18.185|2
2532|RA Jadeja|Feroz Shah Kotla|20.784999999999997|2
2533|RA Jadeja|Green Park|4.3605|1
2534|RA Jadeja|Holkar Cricket Stadium|4.3605|1
2535|RA Jadeja|JSCA International Stadium Complex|7.7355|1
2536|RA Jadeja|Kingsmead|4.3605|1
2537|RA Jadeja|M Chinnaswamy Stadium|6.498|1
2538|RA Jadeja|M.Chinnaswamy Stadium|14.549499999999998|1
2539|RA Jadeja|MA Chidambaram Stadium, Chepauk|19.45375|2
2540|RA Jadeja|Maharashtra Cricket Association Stadium|19.784999999999997|2
2541|RA Jadeja|Nehru Stadium|5.1105|1
2542|RA Jadeja|Newlands|4.3605|1
2543|RA Jadeja|OUTsurance Oval|4.3605|1
2544|RA Jadeja|Punjab Cricket Association IS Bindra Stadium, Mohali|20.784999999999997|2
2545|RA Jadeja|Punjab Cricket Association Stadium, Mohali|6.2355|1
2546|RA Jadeja|Rajiv Gandhi International Stadium, Uppal|15.4725|2
2547|RA Jadeja|Sardar Patel Stadium, Motera|6.2355|1
2548|RA Jadeja|Saurashtra Cricket Association Stadium|5.8229999999999995|1
2549|RA Jadeja|Sawai Mansingh Stadium|22.034999999999997|2
2550|RA Jadeja|Shaheed Veer Narayan Singh International Stadium|4.3605|1
2551|RA Jadeja|Sharjah Cricket Stadium|14.535|2
2552|RA Jadeja|Sheikh Zayed Stadium|20.784999999999997|2
2553|RA Jadeja|St George's Park|6.2355|1
2554|RA Jadeja|Subrata Roy Sahara Stadium|6.2355|1
2555|RA Jadeja|SuperSport Park|7.173|1
2556|RA Jadeja|Wankhede Stadium|19.27875|2
2557|RA Shaikh|SuperSport Park|-0.6749999999999999|1
2558|RA Tripathi|Maharashtra Cricket Association Stadium|-0.6749999999999999|1
2559|RD Chahar|Dubai International Cricket Stadium|18.549999999999997|1
2560|RD Chahar|Eden Gardens|18.549999999999997|1
2561|RD Chahar|Feroz Shah Kotla|27.299999999999997|1
2562|RD Chahar|Holkar Cricket Stadium|7.949999999999999|1
2563|RD Chahar|MA Chidambaram Stadium, Chepauk|18.549999999999997|1
2564|RD Chahar|Rajiv Gandhi International Stadium, Uppal|20.737499999999997|1
2565|RD Chahar|Saurashtra Cricket Association Stadium|7.949999999999999|1
2566|RD Chahar|Sawai Mansingh Stadium|27.299999999999997|1
2567|RD Chahar|Sharjah Cricket Stadium|17.10625|1
2568|RD Chahar|Sheikh Zayed Stadium|19.643749999999997|1
2569|RD Chahar|Wankhede Stadium|14.91875|1
2570|RE van der Merwe|Eden Gardens|10.89075|1
2571|RE van der Merwe|Feroz Shah Kotla|8.45325|1
2572|RE van der Merwe|Kingsmead|8.697000000000001|1
2573|RE van der Merwe|MA Chidambaram Stadium, Chepauk|7.140750000000001|1
2574|RE van der Merwe|Nehru Stadium|11.82825|1
2575|RE van der Merwe|New Wanderers Stadium|7.609500000000001|1
2576|RE van der Merwe|Sawai Mansingh Stadium|8.07825|1
2577|RE van der Merwe|St George's Park|8.07825|1
2578|RE van der Merwe|SuperSport Park|7.140750000000001|1
2579|RG More|Eden Gardens|4.0125|1
2580|RG More|Rajiv Gandhi International Stadium, Uppal|2.1374999999999997|1
2581|RG Sharma|Barabati Stadium|3.81075|1
2582|RG Sharma|Brabourne Stadium|2.87325|1
2583|RG Sharma|Buffalo Park|2.87325|1
