Player|venue|career_dream11_score
RR Bhatkal|MA Chidambaram Stadium, Chepauk|6.2
RR Bose|Kingsmead|-0.68
RR Powar|Eden Gardens|6.95
RR Powar|Feroz Shah Kotla|7.26
RR Powar|Himachal Pradesh Cricket Association Stadium|8.19
RR Powar|Kingsmead|8.56
RR Powar|M Chinnaswamy Stadium|6.71
RR Powar|MA Chidambaram Stadium, Chepauk|8.13
RR Powar|Nehru Stadium|7.04
RR Powar|New Wanderers Stadium|8.19
RR Powar|Newlands|4.44
RR Powar|OUTsurance Oval|4.44
RR Powar|Punjab Cricket Association Stadium, Mohali|6.8
RR Powar|Rajiv Gandhi International Stadium, Uppal|4.44
RR Powar|Sawai Mansingh Stadium|4.44
RR Powar|St George's Park|4.44
RR Powar|Wankhede Stadium|8.21
RR Raje|Buffalo Park|7.33
RR Raje|Dr DY Patil Sports Academy|9.58
RR Raje|Newlands|6.18
RR Raje|Rajiv Gandhi International Stadium, Uppal|7.33
RR Raje|Sawai Mansingh Stadium|11.08
RR Raje|SuperSport Park|9.02
RR Raje|Wankhede Stadium|8.05
RS Bopara|Brabourne Stadium|18.04
RS Bopara|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|17.14
RS Bopara|Eden Gardens|8.96
RS Bopara|Kingsmead|16.24
RS Bopara|M Chinnaswamy Stadium|21.26
RS Bopara|MA Chidambaram Stadium, Chepauk|18.23
RS Bopara|Punjab Cricket Association Stadium, Mohali|15.46
RS Bopara|Sawai Mansingh Stadium|16.09
RS Bopara|Shaheed Veer Narayan Singh International Stadium|14.89
RS Bopara|Barabati Stadium|12.04
RS Bopara|Newlands|10.43
RS Bopara|Wankhede Stadium|10.92
RS Gavaskar|Eden Gardens|-0.08
RV Gomez|Feroz Shah Kotla|5.57
RV Gomez|Holkar Cricket Stadium|6.35
RV Gomez|JSCA International Stadium Complex|7.45
RV Gomez|Nehru Stadium|8.1
RV Gomez|Sawai Mansingh Stadium|6.2
RV Gomez|Wankhede Stadium|7.45
RV Gomez|Dr DY Patil Sports Academy|4.73
RV Gomez|Eden Gardens|3.53
RV Gomez|M Chinnaswamy Stadium|3.3
RV Gomez|Subrata Roy Sahara Stadium|3.08
RW Price|Eden Gardens|-0.68
Rashid Khan|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|34.72
Rashid Khan|Dubai International Cricket Stadium|33.17
Rashid Khan|Eden Gardens|46.96
Rashid Khan|Feroz Shah Kotla|31.92
Rashid Khan|Green Park|16.02
Rashid Khan|M Chinnaswamy Stadium|10.39
Rashid Khan|M.Chinnaswamy Stadium|34.89
Rashid Khan|MA Chidambaram Stadium, Chepauk|24.57
Rashid Khan|Maharashtra Cricket Association Stadium|31.29
Rashid Khan|Punjab Cricket Association IS Bindra Stadium, Mohali|33.79
Rashid Khan|Rajiv Gandhi International Stadium, Uppal|46.12
Rashid Khan|Sawai Mansingh Stadium|31.92
Rashid Khan|Sharjah Cricket Stadium|30.87
Rashid Khan|Sheikh Zayed Stadium|32.27
Rashid Khan|Wankhede Stadium|43.24
Rasikh Salam|Wankhede Stadium|9.93
S Aravind|Eden Gardens|13.94
S Aravind|Feroz Shah Kotla|10.52
S Aravind|Himachal Pradesh Cricket Association Stadium|10.64
S Aravind|JSCA International Stadium Complex|11.68
S Aravind|M Chinnaswamy Stadium|12.9
S Aravind|MA Chidambaram Stadium, Chepauk|12.4
S Aravind|Maharashtra Cricket Association Stadium|13.22
S Aravind|Punjab Cricket Association Stadium, Mohali|8.65
S Aravind|Rajiv Gandhi International Stadium, Uppal|9.88
S Aravind|Saurashtra Cricket Association Stadium|10.52
S Aravind|Sawai Mansingh Stadium|14.27
S Aravind|Shaheed Veer Narayan Singh International Stadium|10.52
S Aravind|Wankhede Stadium|10.52
S Badree|Eden Gardens|8.47
S Badree|Feroz Shah Kotla|6.86
S Badree|JSCA International Stadium Complex|7.8
S Badree|M Chinnaswamy Stadium|9.06
S Badree|Maharashtra Cricket Association Stadium|8.62
S Badree|Wankhede Stadium|8.74
S Dhawan|Barabati Stadium|20.04
S Dhawan|Feroz Shah Kotla|45.97
S Dhawan|M Chinnaswamy Stadium|18.19
S Dhawan|Rajiv Gandhi International Stadium, Uppal|44.04
S Dhawan|Brabourne Stadium|15.01
S Dhawan|Dr DY Patil Sports Academy|12.79
S Dhawan|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|36.75
S Dhawan|Dubai International Cricket Stadium|37.14
S Dhawan|Eden Gardens|40.48
S Dhawan|Green Park|13.4
S Dhawan|Himachal Pradesh Cricket Association Stadium|19.18
S Dhawan|JSCA International Stadium Complex|16.85
S Dhawan|Kingsmead|12.28
S Dhawan|M.Chinnaswamy Stadium|24.4
S Dhawan|MA Chidambaram Stadium, Chepauk|36.47
S Dhawan|Maharashtra Cricket Association Stadium|46.98
S Dhawan|Nehru Stadium|12.35
S Dhawan|Newlands|13.7
S Dhawan|Punjab Cricket Association IS Bindra Stadium, Mohali|37.36
S Dhawan|Punjab Cricket Association Stadium, Mohali|13.39
S Dhawan|Sardar Patel Stadium, Motera|14.53
S Dhawan|Saurashtra Cricket Association Stadium|16.03
S Dhawan|Sawai Mansingh Stadium|37.53
S Dhawan|Shaheed Veer Narayan Singh International Stadium|12.91
S Dhawan|Sharjah Cricket Stadium|38.91
S Dhawan|Sheikh Zayed Stadium|42.19
S Dhawan|St George's Park|12.95
S Dhawan|Subrata Roy Sahara Stadium|13.25
S Dhawan|Wankhede Stadium|36.77
S Dube|Dubai International Cricket Stadium|21.78
S Dube|Feroz Shah Kotla|15.91
S Dube|MA Chidambaram Stadium, Chepauk|12.06
S Dube|Sheikh Zayed Stadium|13.29
S Dube|M.Chinnaswamy Stadium|10.14
S Dube|Rajiv Gandhi International Stadium, Uppal|9.44
S Dube|Sharjah Cricket Stadium|12.59
S Gopal|Dubai International Cricket Stadium|29.03
S Gopal|Eden Gardens|32.38
S Gopal|Feroz Shah Kotla|33.52
S Gopal|Holkar Cricket Stadium|29.06
S Gopal|M.Chinnaswamy Stadium|30.62
S Gopal|MA Chidambaram Stadium, Chepauk|24.86
S Gopal|Maharashtra Cricket Association Stadium|39.38
S Gopal|Punjab Cricket Association IS Bindra Stadium, Mohali|24.86
S Gopal|Punjab Cricket Association Stadium, Mohali|13.73
S Gopal|Rajiv Gandhi International Stadium, Uppal|34.57
S Gopal|Sardar Patel Stadium, Motera|15.09
S Gopal|Sawai Mansingh Stadium|33.03
S Gopal|Sharjah Cricket Stadium|26.65
S Gopal|Sheikh Zayed Stadium|30.28
S Gopal|Wankhede Stadium|38.37
S Kaul|Eden Gardens|21.9
S Kaul|Feroz Shah Kotla|28.24
S Kaul|Green Park|9.58
S Kaul|Himachal Pradesh Cricket Association Stadium|7.7
S Kaul|M Chinnaswamy Stadium|8.64
S Kaul|M.Chinnaswamy Stadium|24.83
S Kaul|MA Chidambaram Stadium, Chepauk|7.73
S Kaul|Maharashtra Cricket Association Stadium|22.37
S Kaul|Punjab Cricket Association IS Bindra Stadium, Mohali|32.37
S Kaul|Rajiv Gandhi International Stadium, Uppal|30.59
S Kaul|Sardar Patel Stadium, Motera|7.36
S Kaul|Sawai Mansingh Stadium|28.62
S Kaul|Sharjah Cricket Stadium|24.83
S Kaul|Subrata Roy Sahara Stadium|11.45
S Kaul|Wankhede Stadium|28.87
S Kaushik|Eden Gardens|3.38
S Kaushik|Feroz Shah Kotla|7.12
S Kaushik|M Chinnaswamy Stadium|2.48
S Kaushik|Maharashtra Cricket Association Stadium|3.38
S Kaushik|Rajiv Gandhi International Stadium, Uppal|3.38
S Kaushik|Saurashtra Cricket Association Stadium|5.25
S Ladda|Barabati Stadium|4.99
S Ladda|Brabourne Stadium|4.02
S Ladda|Eden Gardens|5.89
S Ladda|Feroz Shah Kotla|5.93
S Ladda|MA Chidambaram Stadium, Chepauk|4.02
S Ladda|Nehru Stadium|4.02
S Ladda|Punjab Cricket Association IS Bindra Stadium, Mohali|4.02
S Ladda|Sardar Patel Stadium, Motera|4.02
S Lamichhane|Feroz Shah Kotla|27.61
S Lamichhane|M.Chinnaswamy Stadium|25.11
S Lamichhane|Punjab Cricket Association IS Bindra Stadium, Mohali|26.86
S Midhun|Sawai Mansingh Stadium|6.42
S Nadeem|Dr DY Patil Sports Academy|9.65
S Nadeem|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.57
S Nadeem|Dubai International Cricket Stadium|18.24
S Nadeem|Eden Gardens|21.25
S Nadeem|Feroz Shah Kotla|16.01
S Nadeem|M Chinnaswamy Stadium|7.77
S Nadeem|M.Chinnaswamy Stadium|20.84
S Nadeem|MA Chidambaram Stadium, Chepauk|5.9
S Nadeem|Maharashtra Cricket Association Stadium|7.77
S Nadeem|Punjab Cricket Association IS Bindra Stadium, Mohali|6.43
S Nadeem|Punjab Cricket Association Stadium, Mohali|5.72
S Nadeem|Rajiv Gandhi International Stadium, Uppal|18.96
S Nadeem|Sardar Patel Stadium, Motera|9.32
S Nadeem|Saurashtra Cricket Association Stadium|9.65
S Nadeem|Sawai Mansingh Stadium|28.12
S Nadeem|Shaheed Veer Narayan Singh International Stadium|6.52
S Nadeem|Sharjah Cricket Stadium|22.49
S Nadeem|Sheikh Zayed Stadium|20.47
S Nadeem|Subrata Roy Sahara Stadium|6.88
S Nadeem|Wankhede Stadium|17.01
S Narwal|Eden Gardens|5.15
S Narwal|Feroz Shah Kotla|16.31
S Narwal|M Chinnaswamy Stadium|7.91
S Narwal|MA Chidambaram Stadium, Chepauk|5.15
S Narwal|Sardar Patel Stadium, Motera|9.93
S Narwal|Shaheed Veer Narayan Singh International Stadium|5.62
S Rana|Dr DY Patil Sports Academy|7.25
S Rana|JSCA International Stadium Complex|5.97
S Rana|M Chinnaswamy Stadium|6.85
S Rana|Eden Gardens|6.87
S Rana|Rajiv Gandhi International Stadium, Uppal|6.35
S Rana|Sheikh Zayed Stadium|5.67
S Randiv|Eden Gardens|6.22
S Randiv|MA Chidambaram Stadium, Chepauk|8.09
S Randiv|Punjab Cricket Association Stadium, Mohali|9.97
S Randiv|Wankhede Stadium|8.02
S Sandeep Warrier|Eden Gardens|11.42
S Sandeep Warrier|Punjab Cricket Association IS Bindra Stadium, Mohali|20.17
S Sandeep Warrier|Sheikh Zayed Stadium|11.42
S Sandeep Warrier|Wankhede Stadium|11.42
S Sreesanth|Barabati Stadium|10.52
S Sreesanth|De Beers Diamond Oval|7.87
S Sreesanth|Dr DY Patil Sports Academy|5.95
S Sreesanth|Eden Gardens|9.75
S Sreesanth|Feroz Shah Kotla|7.26
S Sreesanth|Holkar Cricket Stadium|7.87
S Sreesanth|Kingsmead|8.05
S Sreesanth|M Chinnaswamy Stadium|7.13
S Sreesanth|MA Chidambaram Stadium, Chepauk|8.81
S Sreesanth|Nehru Stadium|7.28
S Sreesanth|New Wanderers Stadium|6.0
S Sreesanth|OUTsurance Oval|9.75
S Sreesanth|Punjab Cricket Association Stadium, Mohali|8.29
S Sreesanth|Rajiv Gandhi International Stadium, Uppal|7.87
S Sreesanth|Sawai Mansingh Stadium|8.2
S Sreesanth|Subrata Roy Sahara Stadium|6.0
S Sreesanth|SuperSport Park|6.88
S Sreesanth|Wankhede Stadium|7.75
S Sriram|Himachal Pradesh Cricket Association Stadium|2.78
S Sriram|M Chinnaswamy Stadium|4.5
S Tyagi|Buffalo Park|6.28
S Tyagi|De Beers Diamond Oval|4.41
S Tyagi|Himachal Pradesh Cricket Association Stadium|4.41
S Tyagi|Kingsmead|6.28
S Tyagi|M Chinnaswamy Stadium|4.41
S Tyagi|MA Chidambaram Stadium, Chepauk|4.65
S Tyagi|New Wanderers Stadium|8.16
S Tyagi|St George's Park|6.28
S Tyagi|SuperSport Park|4.41
S Tyagi|Vidarbha Cricket Association Stadium, Jamtha|4.41
S Vidyut|Sawai Mansingh Stadium|13.63
S Vidyut|Dr DY Patil Sports Academy|7.63
S Vidyut|Feroz Shah Kotla|9.43
S Vidyut|MA Chidambaram Stadium, Chepauk|7.98
S Vidyut|Wankhede Stadium|7.25
SA Abbott|Eden Gardens|1.54
SA Abbott|M Chinnaswamy Stadium|2.51
SA Yadav|Feroz Shah Kotla|30.86
SA Yadav|Brabourne Stadium|11.07
SA Yadav|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|11.22
SA Yadav|Dubai International Cricket Stadium|29.6
SA Yadav|Eden Gardens|32.41
SA Yadav|Green Park|12.34
SA Yadav|Holkar Cricket Stadium|29.65
SA Yadav|JSCA International Stadium Complex|11.67
SA Yadav|M Chinnaswamy Stadium|11.93
SA Yadav|M.Chinnaswamy Stadium|23.78
SA Yadav|MA Chidambaram Stadium, Chepauk|39.75
SA Yadav|Maharashtra Cricket Association Stadium|36.94
SA Yadav|Punjab Cricket Association IS Bindra Stadium, Mohali|28.88
SA Yadav|Rajiv Gandhi International Stadium, Uppal|22.59
SA Yadav|Sardar Patel Stadium, Motera|11.74
SA Yadav|Sawai Mansingh Stadium|28.95
SA Yadav|Sharjah Cricket Stadium|33.44
SA Yadav|Sheikh Zayed Stadium|35.41
SA Yadav|Wankhede Stadium|32.67
SB Bangar|Dr DY Patil Sports Academy|7.58
SB Bangar|Eden Gardens|5.81
SB Bangar|M Chinnaswamy Stadium|6.03
SB Bangar|MA Chidambaram Stadium, Chepauk|5.7
SB Bangar|Rajiv Gandhi International Stadium, Uppal|6.49
SB Bangar|Sawai Mansingh Stadium|4.98
SB Bangar|Newlands|2.41
SB Jakati|Brabourne Stadium|9.94
SB Jakati|Buffalo Park|15.57
SB Jakati|De Beers Diamond Oval|11.82
SB Jakati|Dr DY Patil Sports Academy|10.56
SB Jakati|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|11.82
SB Jakati|Eden Gardens|9.94
SB Jakati|Feroz Shah Kotla|8.34
SB Jakati|Green Park|9.01
SB Jakati|Himachal Pradesh Cricket Association Stadium|8.07
SB Jakati|Kingsmead|8.79
SB Jakati|M Chinnaswamy Stadium|9.6
SB Jakati|MA Chidambaram Stadium, Chepauk|10.35
SB Jakati|Nehru Stadium|8.07
SB Jakati|New Wanderers Stadium|13.93
SB Jakati|Punjab Cricket Association Stadium, Mohali|8.07
SB Jakati|Sardar Patel Stadium, Motera|11.82
SB Jakati|Saurashtra Cricket Association Stadium|8.07
SB Jakati|Sawai Mansingh Stadium|8.07
SB Jakati|St George's Park|8.07
SB Jakati|SuperSport Park|9.94
SB Jakati|Vidarbha Cricket Association Stadium, Jamtha|9.94
SB Jakati|Wankhede Stadium|9.33
SB Joshi|Feroz Shah Kotla|1.41
SB Joshi|M Chinnaswamy Stadium|2.57
SB Joshi|Wankhede Stadium|1.41
SB Styris|Eden Gardens|8.57
SB Styris|Feroz Shah Kotla|10.3
SB Styris|M Chinnaswamy Stadium|12.02
SB Styris|MA Chidambaram Stadium, Chepauk|11.53
SB Styris|Newlands|13.86
SB Styris|Punjab Cricket Association Stadium, Mohali|9.13
SB Styris|Rajiv Gandhi International Stadium, Uppal|9.06
SB Styris|Sawai Mansingh Stadium|9.1
SB Wagh|Dr DY Patil Sports Academy|5.25
SB Wagh|MA Chidambaram Stadium, Chepauk|6.39
SB Wagh|Punjab Cricket Association Stadium, Mohali|4.51
SB Wagh|Rajiv Gandhi International Stadium, Uppal|4.51
SB Wagh|Wankhede Stadium|5.86
SC Ganguly|Barabati Stadium|16.32
SC Ganguly|Eden Gardens|16.15
SC Ganguly|Feroz Shah Kotla|20.29
SC Ganguly|Kingsmead|14.85
SC Ganguly|M Chinnaswamy Stadium|19.79
SC Ganguly|Newlands|14.7
SC Ganguly|Rajiv Gandhi International Stadium, Uppal|21.3
SC Ganguly|Sawai Mansingh Stadium|14.93
SC Ganguly|St George's Park|15.04
SC Ganguly|Subrata Roy Sahara Stadium|13.96
SC Ganguly|Brabourne Stadium|12.45
SC Ganguly|Buffalo Park|10.13
SC Ganguly|Dr DY Patil Sports Academy|10.58
SC Ganguly|MA Chidambaram Stadium, Chepauk|11.28
SC Ganguly|New Wanderers Stadium|13.02
SC Ganguly|Punjab Cricket Association Stadium, Mohali|11.9
SC Ganguly|Sardar Patel Stadium, Motera|12.6
SC Ganguly|SuperSport Park|10.43
SC Ganguly|Wankhede Stadium|10.8
SC Kuggeleijn|MA Chidambaram Stadium, Chepauk|17.5
SD Chitnis|Dr DY Patil Sports Academy|7.08
SD Chitnis|Wankhede Stadium|15.19
SD Chitnis|Feroz Shah Kotla|4.91
SD Chitnis|Himachal Pradesh Cricket Association Stadium|6.52
SD Chitnis|Kingsmead|5.14
SD Chitnis|Punjab Cricket Association Stadium, Mohali|5.44
SD Chitnis|Rajiv Gandhi International Stadium, Uppal|5.14
SE Bond|Brabourne Stadium|7.66
SE Bond|Eden Gardens|9.16
SE Bond|Punjab Cricket Association Stadium, Mohali|11.41
SE Bond|Sardar Patel Stadium, Motera|11.41
SE Rutherford|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|18.39
SE Rutherford|Feroz Shah Kotla|20.56
SE Rutherford|MA Chidambaram Stadium, Chepauk|17.08
SE Rutherford|Sawai Mansingh Stadium|18.65
SJ Srivastava|Barabati Stadium|9.5
SJ Srivastava|Brabourne Stadium|9.74
SJ Srivastava|Eden Gardens|7.62
SJ Srivastava|Feroz Shah Kotla|7.62
SJ Srivastava|Himachal Pradesh Cricket Association Stadium|10.12
SJ Srivastava|Holkar Cricket Stadium|11.38
SJ Srivastava|MA Chidambaram Stadium, Chepauk|7.62
SJ Srivastava|Punjab Cricket Association Stadium, Mohali|10.52
SK Raina|Brabourne Stadium|20.59
SK Raina|Buffalo Park|19.73
SK Raina|De Beers Diamond Oval|18.3
SK Raina|Dr DY Patil Sports Academy|19.88
SK Raina|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|40.24
SK Raina|Dubai International Cricket Stadium|15.64
SK Raina|Eden Gardens|45.27
SK Raina|Feroz Shah Kotla|41.73
SK Raina|Himachal Pradesh Cricket Association Stadium|19.69
SK Raina|JSCA International Stadium Complex|17.87
SK Raina|Kingsmead|21.06
SK Raina|M Chinnaswamy Stadium|16.75
SK Raina|MA Chidambaram Stadium, Chepauk|46.9
SK Raina|New Wanderers Stadium|17.4
SK Raina|Punjab Cricket Association Stadium, Mohali|17.28
SK Raina|Rajiv Gandhi International Stadium, Uppal|44.51
SK Raina|Sardar Patel Stadium, Motera|16.13
SK Raina|Saurashtra Cricket Association Stadium|17.91
SK Raina|Sawai Mansingh Stadium|43.78
SK Raina|Shaheed Veer Narayan Singh International Stadium|16.28
SK Raina|St George's Park|19.13
SK Raina|Subrata Roy Sahara Stadium|18.56
SK Raina|SuperSport Park|20.62
SK Raina|Vidarbha Cricket Association Stadium, Jamtha|21.23
SK Raina|Wankhede Stadium|40.97
SK Raina|Barabati Stadium|16.04
SK Raina|Green Park|15.64
SK Raina|M.Chinnaswamy Stadium|25.68
SK Raina|Maharashtra Cricket Association Stadium|40.91
SK Raina|Nehru Stadium|17.16
SK Raina|Newlands|14.01
SK Raina|Punjab Cricket Association IS Bindra Stadium, Mohali|44.69
SK Raina|Sharjah Cricket Stadium|14.46
SK Raina|Sheikh Zayed Stadium|16.41
SK Trivedi|De Beers Diamond Oval|8.62
SK Trivedi|Dr DY Patil Sports Academy|6.74
SK Trivedi|Eden Gardens|7.43
SK Trivedi|Feroz Shah Kotla|7.51
SK Trivedi|Kingsmead|9.46
SK Trivedi|M Chinnaswamy Stadium|9.91
SK Trivedi|MA Chidambaram Stadium, Chepauk|7.27
SK Trivedi|OUTsurance Oval|7.12
SK Trivedi|Punjab Cricket Association Stadium, Mohali|7.78
SK Trivedi|Rajiv Gandhi International Stadium, Uppal|9.48
SK Trivedi|Sardar Patel Stadium, Motera|7.91
SK Trivedi|Sawai Mansingh Stadium|9.05
SK Trivedi|St George's Park|8.53
SK Trivedi|Subrata Roy Sahara Stadium|7.59
SK Trivedi|SuperSport Park|6.82
SK Trivedi|Vidarbha Cricket Association Stadium, Jamtha|14.84
SK Trivedi|Wankhede Stadium|7.51
SK Warne|Brabourne Stadium|9.79
SK Warne|De Beers Diamond Oval|12.37
SK Warne|Dr DY Patil Sports Academy|11.25
SK Warne|Eden Gardens|10.56
SK Warne|Feroz Shah Kotla|11.17
SK Warne|Kingsmead|14.19
SK Warne|M Chinnaswamy Stadium|11.89
SK Warne|MA Chidambaram Stadium, Chepauk|10.59
SK Warne|Newlands|13.18
SK Warne|OUTsurance Oval|10.16
SK Warne|Punjab Cricket Association Stadium, Mohali|11.96
SK Warne|Rajiv Gandhi International Stadium, Uppal|15.11
SK Warne|Sardar Patel Stadium, Motera|11.66
SK Warne|Sawai Mansingh Stadium|12.49
SK Warne|St George's Park|11.29
SK Warne|SuperSport Park|11.7
SK Warne|Vidarbha Cricket Association Stadium, Jamtha|17.29
SK Warne|Wankhede Stadium|12.52
SK Warne|Holkar Cricket Stadium|3.84
SL Malinga|Barabati Stadium|11.62
SL Malinga|Brabourne Stadium|12.24
SL Malinga|Buffalo Park|11.62
SL Malinga|Dr DY Patil Sports Academy|14.24
SL Malinga|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|15.37
SL Malinga|Dubai International Cricket Stadium|11.35
SL Malinga|Eden Gardens|31.06
SL Malinga|Feroz Shah Kotla|36.93
SL Malinga|Himachal Pradesh Cricket Association Stadium|17.52
SL Malinga|Holkar Cricket Stadium|9.74
SL Malinga|Kingsmead|13.69
SL Malinga|M Chinnaswamy Stadium|12.72
SL Malinga|M.Chinnaswamy Stadium|20.59
SL Malinga|MA Chidambaram Stadium, Chepauk|40.69
SL Malinga|New Wanderers Stadium|9.74
SL Malinga|Newlands|15.37
SL Malinga|Punjab Cricket Association IS Bindra Stadium, Mohali|20.59
SL Malinga|Punjab Cricket Association Stadium, Mohali|15.37
SL Malinga|Rajiv Gandhi International Stadium, Uppal|39.97
SL Malinga|Sardar Patel Stadium, Motera|11.62
SL Malinga|Saurashtra Cricket Association Stadium|13.69
SL Malinga|Sawai Mansingh Stadium|30.16
SL Malinga|Sharjah Cricket Stadium|13.49
SL Malinga|Sheikh Zayed Stadium|17.24
SL Malinga|St George's Park|12.87
SL Malinga|Subrata Roy Sahara Stadium|14.74
SL Malinga|SuperSport Park|12.87
SL Malinga|Wankhede Stadium|44.2
SM Boland|Feroz Shah Kotla|11.25
SM Boland|Maharashtra Cricket Association Stadium|5.62
SM Curran|Dubai International Cricket Stadium|34.53
SM Curran|Feroz Shah Kotla|28.06
SM Curran|MA Chidambaram Stadium, Chepauk|28.06
SM Curran|Punjab Cricket Association IS Bindra Stadium, Mohali|37.23
SM Curran|Sawai Mansingh Stadium|25.58
SM Curran|Sharjah Cricket Stadium|40.83
SM Curran|Sheikh Zayed Stadium|34.66
SM Curran|Wankhede Stadium|38.21
SM Harwood|De Beers Diamond Oval|11.74
SM Harwood|Kingsmead|12.83
SM Harwood|St George's Park|15.27
SM Pollock|Dr DY Patil Sports Academy|16.41
SM Pollock|Eden Gardens|10.4
SM Pollock|Feroz Shah Kotla|15.21
SM Pollock|M Chinnaswamy Stadium|6.65
SM Pollock|MA Chidambaram Stadium, Chepauk|13.41
SM Pollock|Punjab Cricket Association Stadium, Mohali|15.66
SM Pollock|Sawai Mansingh Stadium|12.13
SM Pollock|Wankhede Stadium|16.0
SMSM Senanayake|Eden Gardens|11.14
SMSM Senanayake|JSCA International Stadium Complex|11.03
SMSM Senanayake|Punjab Cricket Association Stadium, Mohali|12.83
SN Khan|Punjab Cricket Association IS Bindra Stadium, Mohali|15.91
SN Khan|Dubai International Cricket Stadium|15.03
SN Khan|Eden Gardens|14.42
SN Khan|Feroz Shah Kotla|14.68
SN Khan|JSCA International Stadium Complex|8.07
SN Khan|M Chinnaswamy Stadium|7.29
SN Khan|M.Chinnaswamy Stadium|14.68
SN Khan|MA Chidambaram Stadium, Chepauk|30.35
SN Khan|Maharashtra Cricket Association Stadium|5.86
SN Khan|Punjab Cricket Association Stadium, Mohali|6.04
SN Khan|Sawai Mansingh Stadium|17.4
SN Khan|Sheikh Zayed Stadium|13.98
SN Khan|Wankhede Stadium|21.0
SN Thakur|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|17.01
SN Thakur|Dubai International Cricket Stadium|29.26
SN Thakur|Eden Gardens|36.0
SN Thakur|Feroz Shah Kotla|28.89
SN Thakur|M Chinnaswamy Stadium|17.18
SN Thakur|M.Chinnaswamy Stadium|21.39
SN Thakur|MA Chidambaram Stadium, Chepauk|23.57
SN Thakur|Maharashtra Cricket Association Stadium|30.0
SN Thakur|Punjab Cricket Association IS Bindra Stadium, Mohali|25.76
SN Thakur|Rajiv Gandhi International Stadium, Uppal|36.41
SN Thakur|Saurashtra Cricket Association Stadium|13.43
SN Thakur|Sawai Mansingh Stadium|23.57
SN Thakur|Sharjah Cricket Stadium|26.64
SN Thakur|Sheikh Zayed Stadium|21.39
SN Thakur|Wankhede Stadium|38.87
SP Narine|Barabati Stadium|11.5
SP Narine|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.37
SP Narine|Dubai International Cricket Stadium|40.62
SP Narine|Eden Gardens|53.05
SP Narine|Feroz Shah Kotla|48.74
SP Narine|Green Park|17.17
SP Narine|Holkar Cricket Stadium|46.56
SP Narine|JSCA International Stadium Complex|15.84
SP Narine|M Chinnaswamy Stadium|15.46
SP Narine|M.Chinnaswamy Stadium|34.49
SP Narine|MA Chidambaram Stadium, Chepauk|46.03
SP Narine|Maharashtra Cricket Association Stadium|16.34
SP Narine|Punjab Cricket Association IS Bindra Stadium, Mohali|38.03
SP Narine|Punjab Cricket Association Stadium, Mohali|18.03
SP Narine|Rajiv Gandhi International Stadium, Uppal|48.83
SP Narine|Sardar Patel Stadium, Motera|12.12
SP Narine|Saurashtra Cricket Association Stadium|8.37
SP Narine|Sawai Mansingh Stadium|50.03
SP Narine|Shaheed Veer Narayan Singh International Stadium|8.37
SP Narine|Sharjah Cricket Stadium|38.68
SP Narine|Sheikh Zayed Stadium|53.85
SP Narine|Subrata Roy Sahara Stadium|11.5
SP Narine|Wankhede Stadium|49.86
SPD Smith|Subrata Roy Sahara Stadium|13.37
SPD Smith|Barabati Stadium|15.95
